order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,Extraction_Date,source,extracted_at,delivery_time_days,late_delivery_days,late_flag,status_priority
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
367,527,4,2016-08-14,2016-08-15,2016-08-15,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
369,1285,4,2016-08-15,2016-08-18,2016-08-18,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
370,758,4,2016-08-15,2016-08-18,2016-08-18,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
372,132,4,2016-08-16,2016-08-18,2016-08-18,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
373,337,4,2016-08-16,2016-08-19,2016-08-17,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
374,1313,4,2016-08-17,2016-08-19,2016-08-18,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
375,536,4,2016-08-17,2016-08-20,2016-08-20,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
376,825,4,2016-08-17,2016-08-19,2016-08-18,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
378,475,4,2016-08-17,2016-08-20,2016-08-20,3,9,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
381,1297,4,2016-08-19,2016-08-21,2016-08-21,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
382,199,4,2016-08-20,2016-08-23,2016-08-23,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
383,331,4,2016-08-20,2016-08-23,2016-08-22,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
388,1080,4,2016-08-21,2016-08-24,2016-08-23,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
392,176,4,2016-08-23,2016-08-26,2016-08-24,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
396,542,4,2016-08-27,2016-08-30,2016-08-29,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
397,1437,4,2016-08-28,2016-08-31,2016-08-29,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
401,103,4,2016-08-30,2016-09-02,2016-09-01,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
402,1335,4,2016-08-30,2016-09-01,2016-08-31,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
405,603,4,2016-08-31,2016-09-01,2016-09-01,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
406,1380,4,2016-08-31,2016-09-02,2016-09-01,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
408,1071,4,2016-09-01,2016-09-02,2016-09-02,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
410,1151,4,2016-09-01,2016-09-03,2016-09-02,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
411,261,4,2016-09-02,2016-09-04,2016-09-04,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
413,717,4,2016-09-02,2016-09-05,2016-09-03,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
415,1265,4,2016-09-03,2016-09-06,2016-09-06,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
419,14,4,2016-09-04,2016-09-07,2016-09-06,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
424,67,4,2016-09-08,2016-09-11,2016-09-11,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
425,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
426,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
429,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
430,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
431,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
436,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
437,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
438,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
441,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
447,808,4,2016-09-20,2016-09-23,2016-09-22,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
456,1061,4,2016-09-23,2016-09-26,2016-09-25,3,9,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
482,513,4,2016-10-05,2016-10-06,2016-10-06,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
484,421,4,2016-10-06,2016-10-09,2016-10-07,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
485,465,4,2016-10-06,2016-10-08,2016-10-07,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
487,827,4,2016-10-06,2016-10-09,2016-10-09,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
489,899,4,2016-10-06,2016-10-08,2016-10-08,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
490,876,4,2016-10-07,2016-10-10,2016-10-09,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
491,1048,4,2016-10-08,2016-10-10,2016-10-11,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
493,796,4,2016-10-09,2016-10-12,2016-10-11,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
494,875,4,2016-10-09,2016-10-10,2016-10-11,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
495,712,4,2016-10-10,2016-10-12,2016-10-13,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
496,193,4,2016-10-10,2016-10-12,2016-10-11,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
497,785,4,2016-10-10,2016-10-11,2016-10-11,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
498,1331,4,2016-10-10,2016-10-12,2016-10-11,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
500,148,4,2016-10-11,2016-10-12,2016-10-13,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
501,977,4,2016-10-11,2016-10-12,2016-10-13,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
502,401,4,2016-10-12,2016-10-13,2016-10-13,3,9,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
503,932,4,2016-10-13,2016-10-16,2016-10-14,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
504,1381,4,2016-10-14,2016-10-15,2016-10-15,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
505,721,4,2016-10-14,2016-10-16,2016-10-17,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
506,831,4,2016-10-14,2016-10-16,2016-10-16,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
508,1359,4,2016-10-15,2016-10-18,2016-10-18,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
509,235,4,2016-10-16,2016-10-17,2016-10-17,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
510,586,4,2016-10-17,2016-10-18,2016-10-18,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
511,377,4,2016-10-18,2016-10-20,2016-10-19,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
512,8,4,2016-10-19,2016-10-22,2016-10-20,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
513,155,4,2016-10-19,2016-10-21,2016-10-21,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
514,927,4,2016-10-19,2016-10-21,2016-10-20,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
515,986,4,2016-10-19,2016-10-20,2016-10-22,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
516,111,4,2016-10-21,2016-10-23,2016-10-24,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
517,613,4,2016-10-21,2016-10-22,2016-10-24,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
518,1374,4,2016-10-22,2016-10-24,2016-10-25,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
519,54,4,2016-10-22,2016-10-23,2016-10-24,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
520,639,4,2016-10-23,2016-10-26,2016-10-24,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
521,664,4,2016-10-23,2016-10-25,2016-10-25,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
522,724,4,2016-10-23,2016-10-24,2016-10-24,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
524,569,4,2016-10-25,2016-10-26,2016-10-27,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
525,1315,4,2016-10-26,2016-10-28,2016-10-29,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
526,1096,4,2016-10-26,2016-10-28,2016-10-28,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
527,506,4,2016-10-27,2016-10-29,2016-10-28,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
528,676,4,2016-10-28,2016-10-31,2016-10-31,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
529,753,4,2016-10-28,2016-10-30,2016-10-31,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
530,773,4,2016-10-28,2016-10-31,2016-10-31,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
531,116,4,2016-10-28,2016-10-29,2016-10-30,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
532,817,4,2016-10-29,2016-10-31,2016-10-30,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
533,1334,4,2016-10-29,2016-11-01,2016-11-01,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
534,1406,4,2016-10-29,2016-10-30,2016-10-31,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
535,835,4,2016-10-29,2016-10-31,2016-11-01,3,9,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
