order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,Extraction_Date,source,extracted_at
244,956,4,2016-05-28,2016-05-29,2016-05-29,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
245,223,4,2016-05-29,2016-05-31,2016-05-30,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
247,928,4,2016-05-30,2016-06-01,2016-06-01,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
248,1376,4,2016-05-30,2016-06-01,2016-05-31,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
250,150,4,2016-06-01,2016-06-02,2016-06-04,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
251,851,4,2016-06-01,2016-06-04,2016-06-04,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
252,66,4,2016-06-01,2016-06-04,2016-06-02,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
253,1267,4,2016-06-02,2016-06-05,2016-06-05,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
254,510,4,2016-06-03,2016-06-06,2016-06-05,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
255,801,4,2016-06-03,2016-06-06,2016-06-05,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
256,26,4,2016-06-04,2016-06-05,2016-06-07,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
258,107,4,2016-06-06,2016-06-07,2016-06-07,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
259,413,4,2016-06-06,2016-06-09,2016-06-09,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
260,632,4,2016-06-06,2016-06-08,2016-06-08,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
261,1045,4,2016-06-08,2016-06-10,2016-06-09,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
262,579,4,2016-06-08,2016-06-11,2016-06-10,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
263,1322,4,2016-06-09,2016-06-10,2016-06-12,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
265,682,4,2016-06-10,2016-06-12,2016-06-11,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
266,933,4,2016-06-10,2016-06-13,2016-06-13,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
268,540,4,2016-06-11,2016-06-14,2016-06-12,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
269,764,4,2016-06-12,2016-06-13,2016-06-15,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
270,879,4,2016-06-12,2016-06-15,2016-06-13,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
272,497,4,2016-06-15,2016-06-18,2016-06-16,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
273,1340,4,2016-06-16,2016-06-19,2016-06-17,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
274,411,4,2016-06-17,2016-06-20,2016-06-18,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
275,1341,4,2016-06-17,2016-06-19,2016-06-18,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
276,1227,4,2016-06-18,2016-06-19,2016-06-19,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
278,1301,4,2016-06-20,2016-06-23,2016-06-21,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
279,378,4,2016-06-21,2016-06-22,2016-06-22,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
280,638,4,2016-06-21,2016-06-22,2016-06-23,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
281,800,4,2016-06-21,2016-06-22,2016-06-23,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
283,181,4,2016-06-23,2016-06-26,2016-06-26,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
285,319,4,2016-06-25,2016-06-26,2016-06-27,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
286,59,4,2016-06-25,2016-06-26,2016-06-26,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
288,780,4,2016-06-25,2016-06-28,2016-06-28,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
289,849,4,2016-06-27,2016-06-28,2016-06-30,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
290,202,4,2016-06-28,2016-06-29,2016-06-30,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
292,360,4,2016-06-29,2016-06-30,2016-07-02,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
293,573,4,2016-06-30,2016-07-03,2016-07-02,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
294,732,4,2016-07-01,2016-07-02,2016-07-02,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
295,1130,4,2016-07-01,2016-07-04,2016-07-04,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
296,1245,4,2016-07-04,2016-07-07,2016-07-06,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
298,885,4,2016-07-04,2016-07-07,2016-07-07,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
301,17,4,2016-07-06,2016-07-09,2016-07-08,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
302,1375,4,2016-07-06,2016-07-07,2016-07-09,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
305,705,4,2016-07-07,2016-07-08,2016-07-08,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
306,424,4,2016-07-09,2016-07-10,2016-07-12,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
307,695,4,2016-07-09,2016-07-11,2016-07-11,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
309,211,4,2016-07-11,2016-07-13,2016-07-13,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
310,627,4,2016-07-12,2016-07-13,2016-07-13,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
311,1400,4,2016-07-12,2016-07-14,2016-07-13,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
313,565,4,2016-07-14,2016-07-15,2016-07-15,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
314,1019,4,2016-07-15,2016-07-17,2016-07-17,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
315,1263,4,2016-07-16,2016-07-19,2016-07-17,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
317,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
319,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
321,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
322,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
323,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
324,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
325,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
326,1337,4,2016-07-20,2016-07-21,2016-07-22,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
327,83,4,2016-07-21,2016-07-24,2016-07-22,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
328,528,4,2016-07-23,2016-07-26,2016-07-25,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
329,274,4,2016-07-24,2016-07-27,2016-07-26,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
330,622,4,2016-07-24,2016-07-27,2016-07-27,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
331,642,4,2016-07-24,2016-07-26,2016-07-25,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
332,659,4,2016-07-24,2016-07-26,2016-07-26,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
333,779,4,2016-07-25,2016-07-27,2016-07-26,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
334,1112,4,2016-07-25,2016-07-28,2016-07-27,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
335,1193,4,2016-07-25,2016-07-27,2016-07-26,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
336,1030,4,2016-07-26,2016-07-29,2016-07-27,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
337,1252,4,2016-07-26,2016-07-27,2016-07-28,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
338,1333,4,2016-07-28,2016-07-29,2016-07-30,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
339,1110,4,2016-07-28,2016-07-31,2016-07-29,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
340,963,4,2016-07-29,2016-07-30,2016-07-31,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
341,1357,4,2016-07-31,2016-08-03,2016-08-01,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
342,806,4,2016-07-31,2016-08-01,2016-08-03,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
344,750,4,2016-08-01,2016-08-03,2016-08-02,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
345,1299,4,2016-08-01,2016-08-04,2016-08-03,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
346,584,4,2016-08-01,2016-08-03,2016-08-02,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
347,1004,4,2016-08-02,2016-08-03,2016-08-05,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
348,907,4,2016-08-02,2016-08-05,2016-08-04,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
352,16,4,2016-08-03,2016-08-04,2016-08-06,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
353,1387,4,2016-08-03,2016-08-06,2016-08-06,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
354,551,4,2016-08-03,2016-08-05,2016-08-06,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
355,1011,4,2016-08-03,2016-08-05,2016-08-05,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
356,1189,4,2016-08-04,2016-08-07,2016-08-06,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
358,1042,4,2016-08-05,2016-08-07,2016-08-07,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
359,441,4,2016-08-07,2016-08-10,2016-08-10,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
361,994,4,2016-08-08,2016-08-09,2016-08-11,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
362,187,4,2016-08-09,2016-08-11,2016-08-11,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
367,527,4,2016-08-14,2016-08-15,2016-08-15,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
369,1285,4,2016-08-15,2016-08-18,2016-08-18,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
370,758,4,2016-08-15,2016-08-18,2016-08-18,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
372,132,4,2016-08-16,2016-08-18,2016-08-18,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
373,337,4,2016-08-16,2016-08-19,2016-08-17,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
374,1313,4,2016-08-17,2016-08-19,2016-08-18,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
375,536,4,2016-08-17,2016-08-20,2016-08-20,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
376,825,4,2016-08-17,2016-08-19,2016-08-18,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
378,475,4,2016-08-17,2016-08-20,2016-08-20,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
381,1297,4,2016-08-19,2016-08-21,2016-08-21,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
382,199,4,2016-08-20,2016-08-23,2016-08-23,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
383,331,4,2016-08-20,2016-08-23,2016-08-22,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
388,1080,4,2016-08-21,2016-08-24,2016-08-23,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
392,176,4,2016-08-23,2016-08-26,2016-08-24,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
396,542,4,2016-08-27,2016-08-30,2016-08-29,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
397,1437,4,2016-08-28,2016-08-31,2016-08-29,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
401,103,4,2016-08-30,2016-09-02,2016-09-01,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
402,1335,4,2016-08-30,2016-09-01,2016-08-31,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
405,603,4,2016-08-31,2016-09-01,2016-09-01,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
406,1380,4,2016-08-31,2016-09-02,2016-09-01,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
408,1071,4,2016-09-01,2016-09-02,2016-09-02,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
410,1151,4,2016-09-01,2016-09-03,2016-09-02,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
411,261,4,2016-09-02,2016-09-04,2016-09-04,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
413,717,4,2016-09-02,2016-09-05,2016-09-03,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
415,1265,4,2016-09-03,2016-09-06,2016-09-06,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
419,14,4,2016-09-04,2016-09-07,2016-09-06,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
424,67,4,2016-09-08,2016-09-11,2016-09-11,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
425,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
426,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
429,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
430,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
431,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
436,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
437,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
438,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
441,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
447,808,4,2016-09-20,2016-09-23,2016-09-22,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
456,1061,4,2016-09-23,2016-09-26,2016-09-25,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
482,513,4,2016-10-05,2016-10-06,2016-10-06,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
484,421,4,2016-10-06,2016-10-09,2016-10-07,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
485,465,4,2016-10-06,2016-10-08,2016-10-07,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
487,827,4,2016-10-06,2016-10-09,2016-10-09,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
489,899,4,2016-10-06,2016-10-08,2016-10-08,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
